year,collabType,id,link,metricType,name,percentageByYear,threshold,type,uri,valueByYear
2014,National collaboration,508175,https://api.elsevier.com/metrics/CollaborationImpact/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CollaborationImpact,Northwestern University,,,application/json,Institution/508175,13.620689
2015,National collaboration,508175,https://api.elsevier.com/metrics/CollaborationImpact/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CollaborationImpact,Northwestern University,,,application/json,Institution/508175,8.891368
2016,National collaboration,508175,https://api.elsevier.com/metrics/CollaborationImpact/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CollaborationImpact,Northwestern University,,,application/json,Institution/508175,3.8243635
2012,Single authorship,508175,https://api.elsevier.com/metrics/CollaborationImpact/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CollaborationImpact,Northwestern University,,,application/json,Institution/508175,6.7751756
2013,Single authorship,508175,https://api.elsevier.com/metrics/CollaborationImpact/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CollaborationImpact,Northwestern University,,,application/json,Institution/508175,5.56147
2014,Single authorship,508175,https://api.elsevier.com/metrics/CollaborationImpact/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CollaborationImpact,Northwestern University,,,application/json,Institution/508175,2.7977839
2015,Single authorship,508175,https://api.elsevier.com/metrics/CollaborationImpact/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CollaborationImpact,Northwestern University,,,application/json,Institution/508175,2.3821478
2016,Single authorship,508175,https://api.elsevier.com/metrics/CollaborationImpact/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CollaborationImpact,Northwestern University,,,application/json,Institution/508175,0.9746434
2012,,508175,https://api.elsevier.com/metrics/FieldWeightedCitationImpact/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,FieldWeightedCitationImpact,Northwestern University,,,application/json,Institution/508175,2.3138497
2013,,508175,https://api.elsevier.com/metrics/FieldWeightedCitationImpact/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,FieldWeightedCitationImpact,Northwestern University,,,application/json,Institution/508175,2.0686626
2014,,508175,https://api.elsevier.com/metrics/FieldWeightedCitationImpact/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,FieldWeightedCitationImpact,Northwestern University,,,application/json,Institution/508175,2.0113013
2015,,508175,https://api.elsevier.com/metrics/FieldWeightedCitationImpact/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,FieldWeightedCitationImpact,Northwestern University,,,application/json,Institution/508175,2.1746075
2016,,508175,https://api.elsevier.com/metrics/FieldWeightedCitationImpact/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,FieldWeightedCitationImpact,Northwestern University,,,application/json,Institution/508175,2.2292638
2012,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,4.912815,1.0,application/json,Institution/508175,355.0
2013,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,4.6059785,1.0,application/json,Institution/508175,339.0
2014,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,4.5335083,1.0,application/json,Institution/508175,345.0
2015,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,4.993614,1.0,application/json,Institution/508175,391.0
2016,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,4.6566076,1.0,application/json,Institution/508175,358.0
2012,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,16.634377,5.0,application/json,Institution/508175,1202.0
2013,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,16.494564,5.0,application/json,Institution/508175,1214.0
2014,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,15.873851,5.0,application/json,Institution/508175,1208.0
2015,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,16.309067,5.0,application/json,Institution/508175,1277.0
2016,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,16.011967,5.0,application/json,Institution/508175,1231.0
2012,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,27.40105,10.0,application/json,Institution/508175,1980.0
2013,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,28.097826,10.0,application/json,Institution/508175,2068.0
2014,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,26.70171,10.0,application/json,Institution/508175,2032.0
2015,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,27.394638,10.0,application/json,Institution/508175,2145.0
2016,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,26.886055,10.0,application/json,Institution/508175,2067.0
2012,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,51.522278,25.0,application/json,Institution/508175,3723.0
2013,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,53.152172,25.0,application/json,Institution/508175,3912.0
2014,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,53.626804,25.0,application/json,Institution/508175,4081.0
2015,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,54.13793,25.0,application/json,Institution/508175,4239.0
2016,,508175,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Northwestern University,53.537983,25.0,application/json,Institution/508175,4116.0
2012,Institutional collaboration,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,23.567673,,application/json,Institution/508175,1703.0
2013,Institutional collaboration,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,22.663044,,application/json,Institution/508175,1668.0
2014,Institutional collaboration,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,21.576872,,application/json,Institution/508175,1642.0
2015,Institutional collaboration,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,20.10217,,application/json,Institution/508175,1574.0
2016,Institutional collaboration,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,19.146723,,application/json,Institution/508175,1472.0
2012,International collaboration,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,29.07556,,application/json,Institution/508175,2101.0
2013,International collaboration,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,29.225544,,application/json,Institution/508175,2151.0
2014,International collaboration,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,29.684624,,application/json,Institution/508175,2259.0
2015,International collaboration,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,31.238825,,application/json,Institution/508175,2446.0
2016,International collaboration,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,32.284077,,application/json,Institution/508175,2482.0
2012,National collaboration,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,35.538334,,application/json,Institution/508175,2568.0
2013,National collaboration,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,37.391304,,application/json,Institution/508175,2752.0
2014,National collaboration,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,39.250984,,application/json,Institution/508175,2987.0
2015,National collaboration,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,39.501915,,application/json,Institution/508175,3093.0
2016,National collaboration,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,40.361603,,application/json,Institution/508175,3103.0
2012,Single authorship,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,11.818434,,application/json,Institution/508175,854.0
2013,Single authorship,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,10.720108,,application/json,Institution/508175,789.0
2014,Single authorship,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,9.487516,,application/json,Institution/508175,722.0
2015,Single authorship,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,9.157088,,application/json,Institution/508175,717.0
2016,Single authorship,508175,https://api.elsevier.com/metrics/Collaboration/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Northwestern University,8.207596,,application/json,Institution/508175,631.0
2012,,508175,https://api.elsevier.com/metrics/CitedPublications/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitedPublications,Northwestern University,85.51065,,application/json,Institution/508175,6179.0
2013,,508175,https://api.elsevier.com/metrics/CitedPublications/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitedPublications,Northwestern University,85.13587,,application/json,Institution/508175,6266.0
2014,,508175,https://api.elsevier.com/metrics/CitedPublications/institution/508175?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=508175&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitedPublications,Northwestern University,83.88962,,application/json,Institution/508175,6384.0
