,Unnamed: 0,Institution,Country,scival_id,downloaded,link,type,name,uri,countryCode,region,sector
116,116,Michigan State University,United States,0.0,0.0,0,0,0,0,0,0,0
117,117,Centers for Disease Control and Prevention,United States,0.0,0.0,0,0,0,0,0,0,0
118,118,University of Birmingham,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
119,119,University of Texas M. D. Anderson Cancer Center,United States,0.0,0.0,0,0,0,0,0,0,0
120,120,Aix Marseille Universite,France,0.0,0.0,0,0,0,0,0,0,0
121,121,University of California at Irvine,United States,0.0,0.0,0,0,0,0,0,0,0
122,122,U.S. Department of Agriculture,United States,0.0,0.0,0,0,0,0,0,0,0
123,123,University of Utah,United States,0.0,0.0,0,0,0,0,0,0,0
124,124,University of Western Australia,Australia,0.0,0.0,0,0,0,0,0,0,0
125,125,Carnegie Mellon University,United States,0.0,0.0,0,0,0,0,0,0,0
126,126,Memorial Sloan-Kettering Cancer Center,United States,0.0,0.0,0,0,0,0,0,0,0
127,127,Icahn School of Medicine at Mount Sinai (ISMMS),United States,0.0,0.0,0,0,0,0,0,0,0
128,128,National Taiwan University,Taiwan,0.0,0.0,0,0,0,0,0,0,0
129,129,University of Naples Federico II,Italy,0.0,0.0,0,0,0,0,0,0,0
130,130,Arizona State University,United States,0.0,0.0,0,0,0,0,0,0,0
131,131,McMaster University,Canada,0.0,0.0,0,0,0,0,0,0,0
132,132,University of Glasgow,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
133,133,Lawrence Berkeley National Laboratory,United States,0.0,0.0,0,0,0,0,0,0,0
134,134,Huazhong University of Science and Technology,China,0.0,0.0,0,0,0,0,0,0,0
135,135,University of Colorado Denver,United States,0.0,0.0,0,0,0,0,0,0,0
136,136,Sun Yat-Sen University,China,0.0,0.0,0,0,0,0,0,0,0
137,137,"Rutgers - The State University of New Jersey, New Brunswick",United States,0.0,0.0,0,0,0,0,0,0,0
138,138,University of Virginia,United States,0.0,0.0,0,0,0,0,0,0,0
139,139,University of Sheffield,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
140,140,Baylor College of Medicine,United States,0.0,0.0,0,0,0,0,0,0,0
141,141,University of Nottingham,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
142,142,Nanjing University,China,0.0,0.0,0,0,0,0,0,0,0
143,143,Australian National University,Australia,0.0,0.0,0,0,0,0,0,0,0
144,144,University of Calgary,Canada,0.0,0.0,0,0,0,0,0,0,0
145,145,University of Science and Technology of China,China,0.0,0.0,0,0,0,0,0,0,0
146,146,Universite Grenoble Alpes,France,0.0,0.0,0,0,0,0,0,0,0
147,147,University of Bern,Switzerland,0.0,0.0,0,0,0,0,0,0,0
148,148,University of Hong Kong,Hong Kong,0.0,0.0,0,0,0,0,0,0,0
149,149,University of Geneva,Switzerland,0.0,0.0,0,0,0,0,0,0,0
150,150,RWTH Aachen University,Germany,0.0,0.0,0,0,0,0,0,0,0
151,151,Universidad Autonoma de Madrid,Spain,0.0,0.0,0,0,0,0,0,0,0
152,152,AP-HP Assistance Publique - Hopitaux de Paris,France,0.0,0.0,0,0,0,0,0,0,0
153,153,Tel Aviv University,Israel,0.0,0.0,0,0,0,0,0,0,0
154,154,King Abdulaziz University,Saudi Arabia,0.0,0.0,0,0,0,0,0,0,0
155,155,Harbin Institute of Technology,China,0.0,0.0,0,0,0,0,0,0,0
156,156,University of Adelaide,Australia,0.0,0.0,0,0,0,0,0,0,0
157,157,Osaka University,Japan,0.0,0.0,0,0,0,0,0,0,0
158,158,Dana-Farber Cancer Institute,United States,0.0,0.0,0,0,0,0,0,0,0
159,159,Delft University of Technology,Netherlands,0.0,0.0,0,0,0,0,0,0,0
160,160,University of Iowa,United States,0.0,0.0,0,0,0,0,0,0,0
161,161,INRA Institut National de La Recherche Agronomique,France,0.0,0.0,0,0,0,0,0,0,0
162,162,Tohoku University,Japan,0.0,0.0,0,0,0,0,0,0,0
163,163,Universidad Complutense,Spain,0.0,0.0,0,0,0,0,0,0,0
164,164,Technische Universitat Dresden,Germany,0.0,0.0,0,0,0,0,0,0,0
165,165,Case Western Reserve University,United States,0.0,0.0,0,0,0,0,0,0,0
166,166,Universite Paris 5,France,0.0,0.0,0,0,0,0,0,0,0
167,167,University of Basel,Switzerland,0.0,0.0,0,0,0,0,0,0,0
168,168,Queen Mary University of London,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
169,169,University of Liverpool,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
170,170,Wageningen University & Research,Netherlands,0.0,0.0,0,0,0,0,0,0,0
171,171,University of Gothenburg,Sweden,0.0,0.0,0,0,0,0,0,0,0
172,172,Chinese University of Hong Kong,Hong Kong,0.0,0.0,0,0,0,0,0,0,0
173,173,Technical University of Denmark,Denmark,0.0,0.0,0,0,0,0,0,0,0
174,174,University of Bonn,Germany,0.0,0.0,0,0,0,0,0,0,0
175,175,Brown University,United States,0.0,0.0,0,0,0,0,0,0,0
176,176,Islamic Azad University,Iran,0.0,0.0,0,0,0,0,0,0,0
177,177,University of Erlangen-Nuremberg,Germany,0.0,0.0,0,0,0,0,0,0,0
178,178,Charite - Universitatsmedizin Berlin,Germany,0.0,0.0,0,0,0,0,0,0,0
179,179,University of Ottawa,Canada,0.0,0.0,0,0,0,0,0,0,0
180,180,Medical Research Council,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
181,181,Xi'an Jiaotong University,China,0.0,0.0,0,0,0,0,0,0,0
182,182,University of Freiburg,Germany,0.0,0.0,0,0,0,0,0,0,0
183,183,University of Miami,United States,0.0,0.0,0,0,0,0,0,0,0
184,184,Cleveland Clinic Foundation,United States,0.0,0.0,0,0,0,0,0,0,0
185,185,Shandong University,China,0.0,0.0,0,0,0,0,0,0,0
186,186,Karlsruhe Institute of Technology KIT,Germany,0.0,0.0,0,0,0,0,0,0,0
187,187,University of Leeds,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
188,188,University of California at Santa Barbara,United States,0.0,0.0,0,0,0,0,0,0,0
189,189,University of Pisa,Italy,0.0,0.0,0,0,0,0,0,0,0
190,190,Sungkyunkwan University,South Korea,0.0,0.0,0,0,0,0,0,0,0
191,191,University of Auckland,New Zealand,0.0,0.0,0,0,0,0,0,0,0
192,192,University of Tubingen,Germany,0.0,0.0,0,0,0,0,0,0,0
193,193,Polish Academy of Sciences,Poland,0.0,0.0,0,0,0,0,0,0,0
194,194,Tufts University,United States,0.0,0.0,0,0,0,0,0,0,0
195,195,Universidade de Lisboa,Portugal,0.0,0.0,0,0,0,0,0,0,0
196,196,Universidade do Porto,Portugal,0.0,0.0,0,0,0,0,0,0,0
197,197,University of Rochester,United States,0.0,0.0,0,0,0,0,0,0,0
198,198,Yeshiva University,United States,0.0,0.0,0,0,0,0,0,0,0
199,199,University of Illinois at Chicago,United States,0.0,0.0,0,0,0,0,0,0,0
200,200,Charles University,Czech Republic,0.0,0.0,0,0,0,0,0,0,0
201,201,University of Gottingen,Germany,0.0,0.0,0,0,0,0,0,0,0
202,202,Royal Institute of Technology,Sweden,0.0,0.0,0,0,0,0,0,0,0
203,203,Wuhan University,China,0.0,0.0,0,0,0,0,0,0,0
204,204,Maastricht University,Netherlands,0.0,0.0,0,0,0,0,0,0,0
205,205,Sichuan University,China,0.0,0.0,0,0,0,0,0,0,0
206,206,Virginia Polytechnic Institute and State University,United States,0.0,0.0,0,0,0,0,0,0,0
207,207,University of Warwick,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
208,208,Cardiff University,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
209,209,Czech Academy of Sciences,Czech Republic,0.0,0.0,0,0,0,0,0,0,0
210,210,Universitat de Valencia,Spain,0.0,0.0,0,0,0,0,0,0,0
211,211,North Carolina State University,United States,0.0,0.0,0,0,0,0,0,0,0
212,212,Yonsei University,South Korea,0.0,0.0,0,0,0,0,0,0,0
213,213,Norwegian University of Science and Technology,Norway,0.0,0.0,0,0,0,0,0,0,0
214,214,Western University,Canada,0.0,0.0,0,0,0,0,0,0,0
215,215,University of Alabama at Birmingham,United States,0.0,0.0,0,0,0,0,0,0,0
216,216,University of Turin,Italy,0.0,0.0,0,0,0,0,0,0,0
217,217,Newcastle University,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
218,218,London School of Hygiene and Tropical Medicine,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
219,219,University of Texas Southwestern Medical Center,United States,0.0,0.0,0,0,0,0,0,0,0
220,220,University of Waterloo,Canada,0.0,0.0,0,0,0,0,0,0,0
221,221,Universite Paris Sorbonne - Paris IV,France,0.0,0.0,0,0,0,0,0,0,0
222,222,Oregon Health and Science University,United States,0.0,0.0,0,0,0,0,0,0,0
223,223,University of Athens,Greece,0.0,0.0,0,0,0,0,0,0,0
224,224,University of Florence,Italy,0.0,0.0,0,0,0,0,0,0,0
225,225,Korea University,South Korea,0.0,0.0,0,0,0,0,0,0,0
226,226,University of South Florida,United States,0.0,0.0,0,0,0,0,0,0,0
227,227,Tongji University,China,0.0,0.0,0,0,0,0,0,0,0
228,228,Central South University,China,0.0,0.0,0,0,0,0,0,0,0
229,229,INFN,Italy,0.0,0.0,0,0,0,0,0,0,0
230,230,Universite de Bordeaux,France,0.0,0.0,0,0,0,0,0,0,0
231,231,Microsoft USA,United States,0.0,0.0,0,0,0,0,0,0,0
232,232,Southeast University,China,0.0,0.0,0,0,0,0,0,0,0
233,233,Japan Science and Technology Agency,Japan,0.0,0.0,0,0,0,0,0,0,0
234,234,Goethe University Frankfurt,Germany,0.0,0.0,0,0,0,0,0,0,0
235,235,Politecnico di Milano,Italy,0.0,0.0,0,0,0,0,0,0,0
236,236,University of Cincinnati,United States,0.0,0.0,0,0,0,0,0,0,0
237,237,University of Cape Town,South Africa,0.0,0.0,0,0,0,0,0,0,0
238,238,Stockholm University,Sweden,0.0,0.0,0,0,0,0,0,0,0
239,239,Indiana University Bloomington,United States,0.0,0.0,0,0,0,0,0,0,0
240,240,Jilin University,China,0.0,0.0,0,0,0,0,0,0,0
241,241,University of Connecticut,United States,0.0,0.0,0,0,0,0,0,0,0
242,242,University of Bergen,Norway,0.0,0.0,0,0,0,0,0,0,0
243,243,University of Lausanne,Switzerland,0.0,0.0,0,0,0,0,0,0,0
244,244,University of Munster,Germany,0.0,0.0,0,0,0,0,0,0,0
245,245,Syddansk Universitet,Denmark,0.0,0.0,0,0,0,0,0,0,0
246,246,CSIRO,Australia,0.0,0.0,0,0,0,0,0,0,0
247,247,Indiana University-Purdue,United States,0.0,0.0,0,0,0,0,0,0,0
248,248,Nagoya University,Japan,0.0,0.0,0,0,0,0,0,0,0
249,249,City University of New York,United States,0.0,0.0,0,0,0,0,0,0,0
250,250,A-STAR,Singapore,0.0,0.0,0,0,0,0,0,0,0
251,251,Universite Catholique de Louvain,Belgium,0.0,0.0,0,0,0,0,0,0,0
252,252,Universite Claude Bernard Lyon 1,France,0.0,0.0,0,0,0,0,0,0,0
253,253,Aalborg University,Denmark,0.0,0.0,0,0,0,0,0,0,0
254,254,Korea Advanced Institute of Science and Technology,South Korea,0.0,0.0,0,0,0,0,0,0,0
255,255,Medical University of Vienna,Austria,0.0,0.0,0,0,0,0,0,0,0
256,256,University of California Office of the President,United States,0.0,0.0,0,0,0,0,0,0,0
257,257,Iowa State University,United States,0.0,0.0,0,0,0,0,0,0,0
258,258,Wayne State University,United States,0.0,0.0,0,0,0,0,0,0,0
259,259,Kyushu University,Japan,0.0,0.0,0,0,0,0,0,0,0
260,260,CONICET,Argentina,0.0,0.0,0,0,0,0,0,0,0
261,261,South China University of Technology,China,0.0,0.0,0,0,0,0,0,0,0
262,262,Argonne National Laboratory,United States,0.0,0.0,0,0,0,0,0,0,0
263,263,University of Duisburg-Essen,Germany,0.0,0.0,0,0,0,0,0,0,0
264,264,University of Maryland-Baltimore,United States,0.0,0.0,0,0,0,0,0,0,0
265,265,Tianjin University,China,0.0,0.0,0,0,0,0,0,0,0
266,266,SUNY Stony Brook,United States,0.0,0.0,0,0,0,0,0,0,0
267,267,University of Mainz,Germany,0.0,0.0,0,0,0,0,0,0,0
268,268,University of Cologne,Germany,0.0,0.0,0,0,0,0,0,0,0
269,269,University of Wurzburg,Germany,0.0,0.0,0,0,0,0,0,0,0
270,270,SUNY Buffalo,United States,0.0,0.0,0,0,0,0,0,0,0
271,271,City University of Hong Kong,Hong Kong,0.0,0.0,0,0,0,0,0,0,0
272,272,University of Malaya,Malaysia,0.0,0.0,0,0,0,0,0,0,0
273,273,Universite de Strasbourg,France,0.0,0.0,0,0,0,0,0,0,0
274,274,Beihang University,China,0.0,0.0,0,0,0,0,0,0,0
275,275,Hong Kong Polytechnic University,Hong Kong,0.0,0.0,0,0,0,0,0,0,0
276,276,Universite Laval,Canada,0.0,0.0,0,0,0,0,0,0,0
277,277,Broad Institute,United States,0.0,0.0,0,0,0,0,0,0,0
278,278,University of Kansas,United States,0.0,0.0,0,0,0,0,0,0,0
279,279,Oak Ridge National Laboratory,United States,0.0,0.0,0,0,0,0,0,0,0
280,280,University of Exeter,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
281,281,Griffith University Queensland,Australia,0.0,0.0,0,0,0,0,0,0,0
282,282,University College Dublin,Ireland,0.0,0.0,0,0,0,0,0,0,0
283,283,University of Antwerp,Belgium,0.0,0.0,0,0,0,0,0,0,0
284,284,Moscow State University,Russian Federation,0.0,0.0,0,0,0,0,0,0,0
285,285,King Saud University,Saudi Arabia,0.0,0.0,0,0,0,0,0,0,0
286,286,Curtin University of Technology,Australia,0.0,0.0,0,0,0,0,0,0,0
287,287,RIKEN,Japan,0.0,0.0,0,0,0,0,0,0,0
288,288,University of New Mexico,United States,0.0,0.0,0,0,0,0,0,0,0
289,289,University of Rome Tor Vergata,Italy,0.0,0.0,0,0,0,0,0,0,0
290,290,University of Kentucky,United States,0.0,0.0,0,0,0,0,0,0,0
291,291,Hong Kong University of Science and Technology,Hong Kong,0.0,0.0,0,0,0,0,0,0,0
292,292,Aalto University,Finland,0.0,0.0,0,0,0,0,0,0,0
293,293,Universite Libre de Bruxelles,Belgium,0.0,0.0,0,0,0,0,0,0,0
294,294,University of Nebraska,United States,0.0,0.0,0,0,0,0,0,0,0
295,295,University of Georgia,United States,0.0,0.0,0,0,0,0,0,0,0
296,296,Soochow University,China,0.0,0.0,0,0,0,0,0,0,0
297,297,University of Oklahoma,United States,0.0,0.0,0,0,0,0,0,0,0
298,298,Universite de Toulouse,France,0.0,0.0,0,0,0,0,0,0,0
299,299,Hebrew University of Jerusalem,Israel,0.0,0.0,0,0,0,0,0,0,0
300,300,Dalian University of Technology,China,0.0,0.0,0,0,0,0,0,0,0
301,301,Universidad Nacional Autonoma de Mexico,Mexico,0.0,0.0,0,0,0,0,0,0,0
302,302,University of Otago,New Zealand,0.0,0.0,0,0,0,0,0,0,0
303,303,Ruhr-Universitat Bochum,Germany,0.0,0.0,0,0,0,0,0,0,0
304,304,Florida State University,United States,0.0,0.0,0,0,0,0,0,0,0
305,305,Queensland University of Technology,Australia,0.0,0.0,0,0,0,0,0,0,0
306,306,Aristotle University of Thessaloniki,Greece,0.0,0.0,0,0,0,0,0,0,0
307,307,University of Kiel,Germany,0.0,0.0,0,0,0,0,0,0,0
308,308,University of Massachusetts,United States,0.0,0.0,0,0,0,0,0,0,0
309,309,University of Vienna,Austria,0.0,0.0,0,0,0,0,0,0,0
310,310,George Washington University,United States,0.0,0.0,0,0,0,0,0,0,0
311,311,University of California at Santa Cruz,United States,0.0,0.0,0,0,0,0,0,0,0
312,312,University of Durham,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
313,313,Eindhoven University of Technology,Netherlands,0.0,0.0,0,0,0,0,0,0,0
314,314,Universita Degli Studi Di Genova,Italy,0.0,0.0,0,0,0,0,0,0,0
315,315,"University of Tennessee, Knoxville",United States,0.0,0.0,0,0,0,0,0,0,0
316,316,University of York,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
317,317,Linkoping University,Sweden,0.0,0.0,0,0,0,0,0,0,0
318,318,University of Hamburg,Germany,0.0,0.0,0,0,0,0,0,0,0
319,319,University of Granada,Spain,0.0,0.0,0,0,0,0,0,0,0
320,320,SUNY Albany,United States,0.0,0.0,0,0,0,0,0,0,0
321,321,University of Leicester,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
322,322,Technion-Israel Institute of Technology,Israel,0.0,0.0,0,0,0,0,0,0,0
323,323,Northeastern University,United States,0.0,0.0,0,0,0,0,0,0,0
324,324,University of Ulm,Germany,0.0,0.0,0,0,0,0,0,0,0
325,325,Universidade Estadual de Campinas,Brazil,0.0,0.0,0,0,0,0,0,0,0
326,326,University of Hawaii at Manoa,United States,0.0,0.0,0,0,0,0,0,0,0
327,327,Queen's University Belfast,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
328,328,Trinity College Dublin,Ireland,0.0,0.0,0,0,0,0,0,0,0
329,329,Virginia Commonwealth University,United States,0.0,0.0,0,0,0,0,0,0,0
330,330,Tokyo Institute of Technology,Japan,0.0,0.0,0,0,0,0,0,0,0
331,331,Rice University,United States,0.0,0.0,0,0,0,0,0,0,0
332,332,Dalhousie University,Canada,0.0,0.0,0,0,0,0,0,0,0
333,333,INRIA Institut National de Recherche en Informatique et en Automatique,France,0.0,0.0,0,0,0,0,0,0,0
334,334,Deakin University,Australia,0.0,0.0,0,0,0,0,0,0,0
335,335,Hokkaido University,Japan,0.0,0.0,0,0,0,0,0,0,0
336,336,Los Alamos National Laboratory,United States,0.0,0.0,0,0,0,0,0,0,0
337,337,Oregon State University,United States,0.0,0.0,0,0,0,0,0,0,0
338,338,Colorado State University,United States,0.0,0.0,0,0,0,0,0,0,0
339,339,University of Leipzig,Germany,0.0,0.0,0,0,0,0,0,0,0
340,340,Universidade Federal do Rio de Janeiro,Brazil,0.0,0.0,0,0,0,0,0,0,0
341,341,University of Belgrade,Serbia,0.0,0.0,0,0,0,0,0,0,0
342,342,National Health Service,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
343,343,University of the Witwatersrand,South Africa,0.0,0.0,0,0,0,0,0,0,0
344,344,University of Aberdeen,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
345,345,Chongqing University,China,0.0,0.0,0,0,0,0,0,0,0
346,346,University of Manitoba,Canada,0.0,0.0,0,0,0,0,0,0,0
347,347,Ecole Normale Superieure,France,0.0,0.0,0,0,0,0,0,0,0
348,348,University of California at Riverside,United States,0.0,0.0,0,0,0,0,0,0,0
349,349,IRD,France,0.0,0.0,0,0,0,0,0,0,0
350,350,Guy's and St Thomas' NHS Foundation Trust,United Kingdom,0.0,0.0,0,0,0,0,0,0,0
351,351,Chinese Academy of Medical Sciences,China,0.0,0.0,0,0,0,0,0,0,0
352,352,Simon Fraser University,Canada,0.0,0.0,0,0,0,0,0,0,0
