year,collabType,id,link,metricType,name,percentageByYear,threshold,type,uri,valueByYear
2015,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,1.572442,1.0,application/json,Institution/203168,215.0
2016,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,1.9793581,1.0,application/json,Institution/203168,280.0
2012,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,6.666036,5.0,application/json,Institution/203168,705.0
2013,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,7.3031826,5.0,application/json,Institution/203168,872.0
2014,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,8.435322,5.0,application/json,Institution/203168,1089.0
2015,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,7.7451916,5.0,application/json,Institution/203168,1059.0
2016,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,8.942457,5.0,application/json,Institution/203168,1265.0
2012,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,13.332072,10.0,application/json,Institution/203168,1410.0
2013,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,14.899498,10.0,application/json,Institution/203168,1779.0
2014,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,15.120062,10.0,application/json,Institution/203168,1952.0
2015,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,16.177868,10.0,application/json,Institution/203168,2212.0
2016,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,17.531458,10.0,application/json,Institution/203168,2480.0
2012,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,32.32791,25.0,application/json,Institution/203168,3419.0
2013,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,35.845898,25.0,application/json,Institution/203168,4280.0
2014,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,37.83114,25.0,application/json,Institution/203168,4884.0
2015,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,40.269142,25.0,application/json,Institution/203168,5506.0
2016,,203168,https://api.elsevier.com/metrics/OutputsInTopCitationPercentiles/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,OutputsInTopCitationPercentiles,Shanghai Jiao Tong University,40.944435,25.0,application/json,Institution/203168,5792.0
2012,Institutional collaboration,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,45.735626,,application/json,Institution/203168,4837.0
2013,Institutional collaboration,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,44.958122,,application/json,Institution/203168,5368.0
2014,Institutional collaboration,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,43.113865,,application/json,Institution/203168,5566.0
2015,Institutional collaboration,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,41.088276,,application/json,Institution/203168,5618.0
2016,Institutional collaboration,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,39.587166,,application/json,Institution/203168,5600.0
2012,International collaboration,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,22.81581,,application/json,Institution/203168,2413.0
2013,International collaboration,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,23.860971,,application/json,Institution/203168,2849.0
2014,International collaboration,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,24.872192,,application/json,Institution/203168,3211.0
2015,International collaboration,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,27.089886,,application/json,Institution/203168,3704.0
2016,International collaboration,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,27.555492,,application/json,Institution/203168,3898.0
2012,National collaboration,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,29.812782,,application/json,Institution/203168,3153.0
2013,National collaboration,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,29.262981,,application/json,Institution/203168,3494.0
2014,National collaboration,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,30.302092,,application/json,Institution/203168,3912.0
2015,National collaboration,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,30.183575,,application/json,Institution/203168,4127.0
2016,National collaboration,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,31.42938,,application/json,Institution/203168,4446.0
2012,Single authorship,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,1.635779,,application/json,Institution/203168,173.0
2013,Single authorship,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,1.9179229,,application/json,Institution/203168,229.0
2014,Single authorship,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,1.7118514,,application/json,Institution/203168,221.0
2015,Single authorship,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,1.6382651,,application/json,Institution/203168,224.0
2016,Single authorship,203168,https://api.elsevier.com/metrics/Collaboration/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,Collaboration,Shanghai Jiao Tong University,1.4279655,,application/json,Institution/203168,202.0
2012,,203168,https://api.elsevier.com/metrics/CitedPublications/institution/203168?apiKey=e53785aedfc1c54942ba237f8ec0f891&httpAccept=application/json&institutions=203168&yearRange=5yrs&includeSelfCitations=true&byYear=true&includedDocs=AllPublicationTypes&journalImpactType=CiteScore&showAsFieldWeighted=false&indexType=hIndex,CitedPublications,Shanghai Jiao Tong University,76.891075,,application/json,Institution/203168,8132.0
